aerogenerador,material,quantidade_aerogenerador_material,unidade_medida,preco_aerogenerador_material,moeda,desc_grupo,idade_turbina,mtbf_aerogenerador_material,mtbf_aerogenerador,mtbf_material,quantidade_media_material,preco_medio_material,preco_aerogenerador
WF-BR-0PI-1219-Y3-A-001,GP297413,0.0,UN,1745.52,BRL-BRL,Compressors / pumps,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,338 days 00:00:00,0.020833333333333332,47.706319444444446,116289.62
WF-BR-0PI-1219-Y3-A-001,50834,1.0,UN,151.23,BRL-BRL,Valves,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1014 days 00:00:00,0.027777777777777776,3.786805555555555,116289.62
WF-BR-0PI-1219-Y3-A-001,GP131157,202.2,UN,2226.25,BRL-BRL,Factory Auxiliaries,10.140000000000002,61 days 14:40:00,12 days 14:38:02.926829268,3 days 02:32:43.636363636,7.026111111111111,68.496373015873,116289.62
WF-BR-0PI-1219-Y3-A-001,565590,0.0,UN,150.55,BRL-BRL,Valves,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,330 days 06:51:25.714285716,0.041666666666666664,3.0796875000000004,116289.62
WF-BR-0PI-1219-Y3-A-001,GP310528,0.0,UN,562.66,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,16 days 22:30:00,0.00980392156862745,27.515261437908496,116289.62
WF-BR-0PI-1219-Y3-A-001,GP488076,3.0,UN,319.68,BRL-BRL,Stamped pieces,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,53 days 04:48:00,0.06150793650793651,6.342261904761905,116289.62
WF-BR-0PI-1219-Y3-A-001,149774,1.1,UN,11.96,BRL-BRL,Consumible,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,19 days 20:00:00,0.016339869281045753,0.679795751633987,116289.62
WF-BR-0PI-1219-Y3-A-001,GP006557,0.1,UN,30.69,BRL-BRL,Consumible,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:10:35.294117647,0.006190476190476191,1.0958650793650793,116289.62
WF-BR-0PI-1219-Y3-A-001,GP006636,1.1,UN,3.9,BRL-BRL,Consumible - Others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,48 days 05:38:49.411764706,0.012173202614379085,0.18049019607843136,116289.62
WF-BR-0PI-1219-Y3-A-001,GP084260,0.1,UN,1.26,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,35 days 02:40:00,0.046603535353535355,0.5687289562289561,116289.62
WF-BR-0PI-1219-Y3-A-001,P050005,3.0,UN,25.2,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,45 days 18:40:00,0.09640522875816994,0.730751633986928,116289.62
WF-BR-0PI-1219-Y3-A-001,GP463528,2.0,UN,734.86,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 22:03:14.594594594,0.06699346405228758,24.229910130718952,116289.62
WF-BR-0PI-1219-Y3-A-001,GP006028,2.0,UN,324.48,BRL-BRL,Rest of cables G8/9,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:10:35.294117647,0.05634920634920634,8.884571428571428,116289.62
WF-BR-0PI-1219-Y3-A-001,A9B10308374,4.0,UN,0.53,BRL-BRL,Raw Material,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 19:03:31.764705882,0.057142857142857134,0.007619047619047619,116289.62
WF-BR-0PI-1219-Y3-A-001,GP004247,2.0,UN,1.71,BRL-BRL,Bolts,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:10:35.294117647,0.05634920634920634,0.044753968253968254,116289.62
WF-BR-0PI-1219-Y3-A-001,GP006030,1.0,UN,318.81,BRL-BRL,Rest of cables G8/9,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:45:00,0.027777777777777776,8.855833333333333,116289.62
WF-BR-0PI-1219-Y3-A-001,GP516065,1.0,UN,108.56,BRL-BRL,Sheets / panels / tabs,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 20:21:49.090909090,0.02859477124183006,3.0156372549019608,116289.62
WF-BR-0PI-1219-Y3-A-001,A9B10308366,2.0,UN,0.13,BRL-BRL,Raw Material,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:10:35.294117647,0.11269841269841269,0.006888888888888889,116289.62
WF-BR-0PI-1219-Y3-A-001,GP533128,1.0,UN,141.15,BRL-BRL,Measuring instruments (sensors) temperature / pressure / vib,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,27 days 15:23:04.615384615,0.0361952861952862,4.741498316498316,116289.62
WF-BR-0PI-1219-Y3-A-001,GP531921,1.0,UN,156.9,BRL-BRL,Cables and electrical conductors,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 18:30:51.428571428,0.028571428571428567,4.48284126984127,116289.62
WF-BR-0PI-1219-Y3-A-001,P390350,100.0,UN,8.01,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,43 days 02:24:00,4.517460317460317,0.757968253968254,116289.62
WF-BR-0PI-1219-Y3-A-001,115543,50.0,UN,392.11,BRL-BRL,Other processed steel,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,26 days 23:18:51.428571428,1.4772727272727273,10.829882154882155,116289.62
WF-BR-0PI-1219-Y3-A-001,GP522766,2.0,UN,4.03,BRL-BRL,Labels / stickers / signaling plates,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 19:03:31.764705882,0.05555555555555555,0.11013492063492063,116289.62
WF-BR-0PI-1219-Y3-A-001,GP522769,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:10:35.294117647,0.05555555555555555,0.1097936507936508,116289.62
WF-BR-0PI-1219-Y3-A-001,GP522765,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 22:32:43.636363636,0.05718954248366012,0.10974673202614377,116289.62
WF-BR-0PI-1219-Y3-A-001,8045300190,20.0,UN,151.07,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,104 days 02:40:00,0.5083333333333333,3.4673611111111113,116289.62
WF-BR-0PI-1219-Y3-A-001,GP522771,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 19:03:31.764705882,0.05555555555555555,0.11138888888888888,116289.62
WF-BR-0PI-1219-Y3-A-001,GP522768,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 22:32:43.636363636,0.05718954248366012,0.10482843137254902,116289.62
WF-BR-0PI-1219-Y3-A-001,GP522770,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,1 days 21:10:35.294117647,0.057142857142857134,0.105015873015873,116289.62
WF-BR-0PI-1219-Y3-A-001,GP308178,1.0,UN,66.84,BRL-BRL,Consumible - Others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,57 days 15:25:42.857142857,0.03888888888888889,3.3739814814814815,116289.62
WF-BR-0PI-1219-Y3-A-001,GP286300,100.0,UN,26.25,BRL-BRL,Fire extinguishers,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,14 days 16:17:08.571428571,2.8966666666666665,0.7262888888888889,116289.62
WF-BR-0PI-1219-Y3-A-001,P390054,90.0,UN,7.48,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,49 days 08:34:17.142857143,2.3796296296296298,0.20435185185185187,116289.62
WF-BR-0PI-1219-Y3-A-001,96589,1.0,UN,18.28,BRL-BRL,Paint,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,38 days 11:08:34.285714285,0.08237547892720307,1.4870498084291188,116289.62
WF-BR-0PI-1219-Y3-A-001,149773,1.0,UN,121.19,BRL-BRL,Consumible - Others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,4 days 07:30:00,0.0196078431372549,2.376421568627451,116289.62
WF-BR-0PI-1219-Y3-A-001,GP000784,3.0,UN,302.58,BRL-BRL,Functional Assembly,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,96 days 20:18:27.692307692,0.06818181818181818,7.943888888888888,116289.62
WF-BR-0PI-1219-Y3-A-001,GP134147,1.0,UN,307.37,BRL-BRL,Ventilator / Fan/ Air heaters,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,52 days 01:39:18.620689655,0.07407407407407407,19.76016975308642,116289.62
WF-BR-0PI-1219-Y3-A-001,GP183506,7.0,UN,1832.02,BRL-BRL,Other composites,10.140000000000002,340 days 00:00:00,12 days 14:38:02.926829268,50 days 12:16:44.651162790,0.14484126984126985,44.83510912698412,116289.62
WF-BR-0PI-1219-Y3-A-001,GP186076,6.0,UN,55.4,BRL-BRL,Other processed steel G8/9,10.140000000000002,680 days 00:00:00,12 days 14:38:02.926829268,55 days 07:38:10.909090909,0.06018518518518518,0.5799691358024691,116289.62
WF-BR-0PI-1219-Y3-A-001,GP004262,2.0,UN,37.55,BRL-BRL,Relays and solenoids,10.140000000000002,414 days 00:00:00,12 days 14:38:02.926829268,69 days 11:15:00,0.08611111111111111,1.384375,116289.62
WF-BR-0PI-1219-Y3-A-001,GP269908,1.0,UN,116.06,BRL-BRL,Electrical components,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,39 days 13:49:05.454545454,0.05,5.935180555555555,116289.62
WF-BR-0PI-1219-Y3-A-001,218150,2.0,UN,234.13,BRL-BRL,Factory Auxiliaries,10.140000000000002,184 days 00:00:00,12 days 14:38:02.926829268,7 days 10:01:58.032786885,0.09436507936507937,9.603253968253968,116289.62
WF-BR-0PI-1219-Y3-A-001,GP124309,4.0,UN,335.12,BRL-BRL,Bolts,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,42 days 22:48:00,0.10740740740740741,9.721370370370371,116289.62
WF-BR-0PI-1219-Y3-A-001,GP043652,4.0,UN,13.43,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,32 days 00:00:00,0.0915032679738562,0.29803921568627456,116289.62
WF-BR-0PI-1219-Y3-A-001,154330,4.0,UN,22.36,BRL-BRL,Nuts and washers,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,36 days 06:00:00,0.07777777777777778,0.4968888888888888,116289.62
WF-BR-0PI-1219-Y3-A-001,109021,1.0,UN,129.61,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,71 days 06:32:43.636363636,0.03333333333333333,5.95925,116289.62
WF-BR-0PI-1219-Y3-A-001,GP011692,2.0,UN,564.77,BRL-BRL,Electrical others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,124 days 12:00:00,0.057692307692307696,14.749935897435895,116289.62
WF-BR-0PI-1219-Y3-A-001,GP006248,1.0,UN,7.93,BRL-BRL,Consumible - Others,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,4 days 15:43:26.896551724,0.030753968253968256,0.2438095238095238,116289.62
WF-BR-0PI-1219-Y3-A-001,GP047999,1.0,UN,7.88,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,2 days 22:13:20,0.02983539094650206,0.23510288065843618,116289.62
WF-BR-0PI-1219-Y3-A-001,GP049196,1.0,UN,3575.13,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,129 days 09:36:00,0.027777777777777776,95.87393518518519,116289.62
WF-BR-0PI-1219-Y3-A-001,GP049320,1.0,UN,9266.19,BRL-BRL,Transmissions / ball-joint seals,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,102 days 10:00:00,0.03282828282828283,308.71588383838383,116289.62
WF-BR-0PI-1219-Y3-A-001,P370270,2.0,UN,80.56,BRL-BRL,Other processed steel G8/9,10.140000000000002,105 days 00:00:00,12 days 14:38:02.926829268,264 days 16:00:00,0.0308641975308642,0.7771913580246914,116289.62
WF-BR-0PI-1219-Y3-A-001,705610,3.0,UN,70.96,BRL-BRL,Structural beams,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,165 days 00:00:00,0.07936507936507936,3.0950793650793655,116289.62
WF-BR-0PI-1219-Y3-A-001,GP183508,4.0,UN,34.22,BRL-BRL,Other processed steel G8/9,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,36 days 11:38:10.909090909,0.08994708994708994,0.7649074074074074,116289.62
WF-BR-0PI-1219-Y3-A-001,P370104,5.0,UN,792.38,BRL-BRL,Other mechanical components,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,123 days 02:49:24.705882352,0.0876068376068376,17.316324786324785,116289.62
WF-BR-0PI-1219-Y3-A-001,P370244,2.0,UN,106.82,BRL-BRL,Other mechanical components,10.140000000000002,105 days 00:00:00,12 days 14:38:02.926829268,130 days 07:12:00,0.03395061728395062,1.7351234567901233,116289.62
WF-BR-0PI-1219-Y3-A-001,GP183507,2.0,UN,16.86,BRL-BRL,Other processed steel G8/9,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,32 days 12:28:48,0.07500000000000001,0.6241666666666666,116289.62
WF-BR-0PI-1219-Y3-A-001,GP005798,1.0,UN,173.76,BRL-BRL,Other mechanical components,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,107 days 04:14:07.058823530,0.0425925925925926,7.6149814814814825,116289.62
WF-BR-0PI-1219-Y3-A-001,GP316665,26.0,UN,3385.0,BRL-BRL,Electrical connectors / terminals / electrics compartments /,10.140000000000002,348 days 00:00:00,12 days 14:38:02.926829268,25 days 11:38:10.909090909,0.6611111111111111,89.39425,116289.62
WF-BR-0PI-1219-Y3-A-001,GP091016,1.0,UN,350.65,BRL-BRL,Fuses / reducers / absorbers / condensers,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,127 days 09:08:34.285714286,0.11706349206349206,30.904007936507938,116289.62
WF-BR-0PI-1219-Y3-A-001,GP007157,1.0,UN,711.59,BRL-BRL,Rest of cables G8/9,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,219 days 07:12:00,0.0303030303030303,20.567803030303033,116289.62
WF-BR-0PI-1219-Y3-A-001,GP029288,6.0,UN,36.02,BRL-BRL,Other processed steel G8/9,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,0 days 00:00:00,0.16666666666666666,1.0005555555555556,116289.62
WF-BR-0PI-1219-Y3-A-001,GP005215,1.0,UN,214.16,BRL-BRL,Fences / partitions / doors / components,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,58 days 16:00:00,0.027777777777777776,5.948888888888889,116289.62
WF-BR-0PI-1219-Y3-A-001,155389,6.0,UN,39.63,BRL-BRL,Bolts,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,245 days 12:00:00,0.16666666666666666,0.5136111111111111,116289.62
WF-BR-0PI-1219-Y3-A-001,GP086772,6.0,UN,6.92,BRL-BRL,Bolts,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,163 days 14:24:00,0.14814814814814814,0.2230092592592593,116289.62
WF-BR-0PI-1219-Y3-A-001,GP012190,2.0,UN,1317.94,BRL-BRL,Rotor lock system (hydraulic comp),10.140000000000002,21 days 00:00:00,12 days 14:38:02.926829268,245 days 21:00:00,0.05092592592592592,29.630509259259256,116289.62
WF-BR-0PI-1219-Y3-A-001,GP074002,18.0,UN,14.940000000000001,BRL-BRL,Bolts,10.140000000000002,412 days 00:00:00,12 days 14:38:02.926829268,45 days 04:48:00,0.22777777777777775,0.2028888888888889,116289.62
WF-BR-0PI-1219-Y3-A-001,GP305361,1.0,UN,821.48,BRL-BRL,Electronic modules,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,42 days 04:05:51.219512195,0.051440329218107,28.433971193415637,116289.62
WF-BR-0PI-1219-Y3-A-001,GP472734,24.0,UN,1493.6,BRL-BRL,Plastic parts,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,118 days 00:00:00,0.6805555555555556,42.115138888888886,116289.62
WF-BR-0PI-1219-Y3-A-001,50836,1.0,UN,100.55,BRL-BRL,Transmissions / ball-joint seals,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,119 days 22:44:12.631578948,0.04074074074074074,4.769333333333333,116289.62
WF-BR-0PI-1219-Y3-A-001,GP043119,1.0,UN,31.17,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,0 days 00:00:00,0.027777777777777776,0.8658333333333333,116289.62
WF-BR-0PI-1219-Y3-A-001,GP574095,30.0,UN,7703.29,BRL-BRL,Adhesives,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,38 days 00:00:00,0.7592592592592592,194.95972222222224,116289.62
WF-BR-0PI-1219-Y3-A-001,GP072706,1.0,KG,92.44,BRL-BRL,,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,37 days 02:17:08.571428571,0.09809027777777778,8.923645833333333,116289.62
WF-BR-0PI-1219-Y3-A-001,GP021038-001,2.0,UN,442.39,BRL-BRL,Paints / Anti-corros,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,13 days 00:00:00,0.08333333333333333,18.4315873015873,116289.62
WF-BR-0PI-1219-Y3-A-001,A9B00019165,5.0,KG,299.1,BRL-BRL,Oils and hydraulic s,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,589 days 00:00:00,0.1388888888888889,8.544583333333334,116289.62
WF-BR-0PI-1219-Y3-A-001,R9E1766P01,1.0,UN,101.67,BRL-BRL,Electrical connectors / terminals / electrics compartments /,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,0 days 00:00:00,0.027777777777777776,2.8241666666666667,116289.62
WF-BR-0PI-1219-Y3-A-001,1U6001JDE30,1.0,UN,3567.14,BRL-BRL,Small machined piece,10.140000000000002,0 days 00:00:00,12 days 14:38:02.926829268,40 days 14:24:00,0.061868686868686865,145.06526515151515,116289.62
WF-BR-0PI-1219-Y3-A-002,149191,7.0,UN,576.86,BRL-BRL,Lubricants and refrigerants,9.93,232 days 12:00:00,10 days 14:37:46.135458167,22 days 02:46:36.694214876,0.28174603174603174,32.05737301587302,129498.48
WF-BR-0PI-1219-Y3-A-002,GP084723,1.0,UN,500.25,BRL-BRL,,9.93,0 days 00:00:00,10 days 14:37:46.135458167,59 days 16:25:15.789473684,0.03819444444444445,18.93095486111111,129498.48
WF-BR-0PI-1219-Y3-A-002,50116,1.0,UN,251.03,BRL-BRL,Other mechanical components,9.93,0 days 00:00:00,10 days 14:37:46.135458167,38 days 19:19:01.463414634,0.04121863799283154,10.373566308243728,129498.48
WF-BR-0PI-1219-Y3-A-002,GP110975,0.44,UN,5776.46,BRL-BRL,Oils and hydraulic s,9.93,0 days 00:00:00,10 days 14:37:46.135458167,0 days 12:51:25.714285714,0.013452380952380954,189.63128968253966,129498.48
WF-BR-0PI-1219-Y3-A-002,GP018876,2.0,UN,153.53,BRL-BRL,Refrigeration system components,9.93,0 days 00:00:00,10 days 14:37:46.135458167,63 days 01:48:00,0.07725694444444445,6.167942708333333,129498.48
WF-BR-0PI-1219-Y3-A-002,P390352,1010.0,UN,160.96,BRL-BRL,Electrical others,9.93,43 days 00:00:00,10 days 14:37:46.135458167,36 days 18:49:24.705882353,15.699820788530467,3.2155824372759856,129498.48
WF-BR-0PI-1219-Y3-A-002,GP032227,2.0,UN,59.85,BRL-BRL,Working clothes,9.93,0 days 00:00:00,10 days 14:37:46.135458167,31 days 15:00:00,0.04365079365079365,1.3062301587301588,129498.48
WF-BR-0PI-1219-Y3-A-002,181921,4.85,UN,150.31,BRL-BRL,Factory Auxiliaries,9.93,303 days 06:51:25.714285716,10 days 14:37:46.135458167,10 days 02:33:20,0.1727579365079365,5.631134920634921,129498.48
WF-BR-0PI-1219-Y3-A-002,GP141738,9.0,UN,113.4,BRL-BRL,Working clothes,9.93,4 days 00:00:00,10 days 14:37:46.135458167,194 days 18:27:41.538461538,0.15404040404040406,2.2038636363636366,129498.48
WF-BR-0PI-1219-Y3-A-002,198001,1.0,UN,4.35,BRL-BRL,Factory Auxiliaries,9.93,0 days 00:00:00,10 days 14:37:46.135458167,196 days 21:20:00,0.4444444444444444,11.69179012345679,129498.48
WF-BR-0PI-1219-Y3-A-002,181920,3.0,UN,31.5,BRL-BRL,Factory Auxiliaries,9.93,1054 days 00:00:00,10 days 14:37:46.135458167,40 days 13:50:46.153846154,0.04886904761904762,0.5575992063492063,129498.48
WF-BR-0PI-1219-Y3-A-002,50940,2.0,UN,221.94,BRL-BRL,Braking Systems,9.93,737 days 00:00:00,10 days 14:37:46.135458167,106 days 19:25:42.857142858,0.0753968253968254,10.0575,129498.48
WF-BR-0PI-1219-Y3-A-002,GP202343,54.0,L,1606.87,BRL-BRL,Paints / Anti-corros,9.93,1106 days 00:00:00,10 days 14:37:46.135458167,48 days 04:10:26.086956521,0.3768353174603175,13.643670634920634,129498.48
WF-BR-0PI-1219-Y3-A-002,GP235175,37.0,UN,1391.3000000000002,BRL-BRL,Electrical connectors / terminals / electrics compartments /,9.93,4 days 00:00:00,10 days 14:37:46.135458167,22 days 14:24:00,0.8125,30.55236111111111,129498.48
WF-BR-0PI-1219-Y3-A-002,GP011773,1.0,UN,144.41,BRL-BRL,Braking Systems,9.93,0 days 00:00:00,10 days 14:37:46.135458167,178 days 15:25:42.857142858,0.0462962962962963,11.591296296296296,129498.48
WF-BR-0PI-1219-Y3-A-002,GP013211,1443.0,L,21553.52,BRL-BRL,Lubricants and refrigerants,9.93,74 days 22:24:00,10 days 14:37:46.135458167,2 days 17:01:12.075869336,26.434413580246915,351.2549228395062,129498.48
WF-BR-0PI-1219-Y3-A-002,GP011974,20.0,UN,1087.41,BRL-BRL,Electricity generators,9.93,0 days 00:00:00,10 days 14:37:46.135458167,14 days 20:30:00,0.9380341880341879,51.4861217948718,129498.48
WF-BR-0PI-1219-Y3-A-002,GP183506,8.0,UN,2895.29,BRL-BRL,Other composites,9.93,105 days 00:00:00,10 days 14:37:46.135458167,50 days 12:16:44.651162790,0.14484126984126985,44.83510912698412,129498.48
WF-BR-0PI-1219-Y3-A-002,GP034744,1.0,UN,6864.81,BRL-BRL,Rotative joint,9.93,0 days 00:00:00,10 days 14:37:46.135458167,88 days 02:49:24.705882353,0.041666666666666664,305.0059953703704,129498.48
WF-BR-0PI-1219-Y3-A-002,GP005702,2.0,UN,346.55,BRL-BRL,Other processed steel G8/9,9.93,0 days 00:00:00,10 days 14:37:46.135458167,345 days 18:00:00,0.05,10.176111111111112,129498.48
WF-BR-0PI-1219-Y3-A-002,GP021313,6.0,UN,53.55,BRL-BRL,Fuses / reducers / absorbers / condensers,9.93,0 days 00:00:00,10 days 14:37:46.135458167,159 days 14:24:00,0.15656565656565657,1.4498989898989898,129498.48
WF-BR-0PI-1219-Y3-A-002,GP266259,19.0,UN,1495.84,BRL-BRL,Electrical connectors / terminals / electrics compartments /,9.93,554 days 00:00:00,10 days 14:37:46.135458167,20 days 12:43:49.565217391,1.3148148148148149,91.22319023569024,129498.48
WF-BR-0PI-1219-Y3-A-002,GP017650,1.0,UN,0.15,BRL-BRL,Rubber  parts,9.93,0 days 00:00:00,10 days 14:37:46.135458167,93 days 00:00:00,0.027777777777777776,0.004166666666666667,129498.48
WF-BR-0PI-1219-Y3-A-002,GP017648,1.0,UN,2.99,BRL-BRL,Rubber  parts,9.93,0 days 00:00:00,10 days 14:37:46.135458167,285 days 08:00:00,0.027777777777777776,0.09534722222222222,129498.48
WF-BR-0PI-1219-Y3-A-002,P422705,1.0,UN,69.72,BRL-BRL,Others Hydraulic,9.93,0 days 00:00:00,10 days 14:37:46.135458167,245 days 09:36:00,0.037037037037037035,2.655601851851852,129498.48
WF-BR-0PI-1219-Y3-A-002,P422706,1.0,UN,14.48,BRL-BRL,Others Hydraulic,9.93,0 days 00:00:00,10 days 14:37:46.135458167,540 days 00:00:00,0.027777777777777776,0.4022222222222222,129498.48
WF-BR-0PI-1219-Y3-A-002,GP195791,2.0,UN,7425.09,BRL-BRL,Hydraulic acumulator G8/9,9.93,605 days 00:00:00,10 days 14:37:46.135458167,81 days 06:24:00,0.03935185185185185,138.59775462962963,129498.48
WF-BR-0PI-1219-Y3-A-002,131071,1.0,UN,70.89,BRL-BRL,Valves,9.93,0 days 00:00:00,10 days 14:37:46.135458167,733 days 00:00:00,0.037037037037037035,3.129907407407407,129498.48
WF-BR-0PI-1219-Y3-A-002,GP134147,1.0,UN,226.94,BRL-BRL,Ventilator / Fan/ Air heaters,9.93,0 days 00:00:00,10 days 14:37:46.135458167,52 days 01:39:18.620689655,0.07407407407407407,19.76016975308642,129498.48
WF-BR-0PI-1219-Y3-A-002,GP131157,303.1,UN,2977.15,BRL-BRL,Factory Auxiliaries,9.93,59 days 00:00:00,10 days 14:37:46.135458167,3 days 02:32:43.636363636,7.026111111111111,68.496373015873,129498.48
WF-BR-0PI-1219-Y3-A-002,GP022003,1.0,UN,211.54,BRL-BRL,Tubes / Rigid tubes,9.93,0 days 00:00:00,10 days 14:37:46.135458167,531 days 00:00:00,0.027777777777777776,5.909027777777777,129498.48
WF-BR-0PI-1219-Y3-A-002,GP025885,1.0,UN,189.84,BRL-BRL,Hydraulic group - others,9.93,0 days 00:00:00,10 days 14:37:46.135458167,276 days 12:00:00,0.031746031746031744,6.026507936507937,129498.48
WF-BR-0PI-1219-Y3-A-002,50837,2.0,UN,53.769999999999996,BRL-BRL,Boilerwork pieces,9.93,1347 days 00:00:00,10 days 14:37:46.135458167,46 days 04:48:00,0.05092592592592592,1.3962777777777777,129498.48
WF-BR-0PI-1219-Y3-A-002,GP040689,4.0,UN,2788.07,BRL-BRL,,9.93,670 days 00:00:00,10 days 14:37:46.135458167,30 days 07:15:20.930232558,0.07598039215686275,34.6277614379085,129498.48
WF-BR-0PI-1219-Y3-A-002,GP139203,1.0,UN,14.71,BRL-BRL,Air / oil filters,9.93,0 days 00:00:00,10 days 14:37:46.135458167,0 days 00:00:00,0.027777777777777776,0.40861111111111115,129498.48
WF-BR-0PI-1219-Y3-A-002,GP051944,60.0,L,699.97,BRL-BRL,Oils and hydraulic s,9.93,0 days 00:00:00,10 days 14:37:46.135458167,31 days 21:02:27.945205479,6.653847736625514,80.35336419753087,129498.48
WF-BR-0PI-1219-Y3-A-002,GP012867,1.0,UN,269.54,BRL-BRL,Others Hydraulic,9.93,0 days 00:00:00,10 days 14:37:46.135458167,106 days 13:20:00,0.025,8.55113888888889,129498.48
WF-BR-0PI-1219-Y3-A-002,149391-002,17.0,L,245.76000000000002,BRL-BRL,,9.93,783 days 00:00:00,10 days 14:37:46.135458167,31 days 03:36:00,0.30443548387096775,4.1802508960573475,129498.48
WF-BR-0PI-1219-Y3-A-002,P393237,6.0,UN,4890.77,BRL-BRL,Electrical others,9.93,415 days 00:00:00,10 days 14:37:46.135458167,22 days 01:32:28.623853211,0.15538194444444445,102.51578993055556,129498.48
WF-BR-0PI-1219-Y3-A-002,GP023271,1.0,UN,51.72,BRL-BRL,Functional Assembly,9.93,0 days 00:00:00,10 days 14:37:46.135458167,0 days 00:00:00,0.027777777777777776,1.43656432748538,129498.48
WF-BR-0PI-1219-Y3-A-002,GP096543,1.0,UN,1.01,BRL-BRL,Bolts,9.93,0 days 00:00:00,10 days 14:37:46.135458167,0 days 00:00:00,0.027777777777777776,0.028055555555555556,129498.48
